Raw file name - analytical LC-FAIMS-MS/MS run	Raw file name - pre-analytical LC-FAIMS-MS run (TIC normalization)	Cohort	Experiment name for MQ and Prosit	Experiment FP_DDA	Bioreplicate FP_DDA	Folder name FP_DDA	Experiment FP_Booster	Bioreplicate FP_Booster	Folder name FP_Booster	Experiment FP_WWA	Bioreplicate FP_WWA	Folder name FP_WWA
04875_P053119_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_49_R1.raw	PDAC	P053119	P053119	49	P053119_49	P053119	49	P053119_49	PDAC_4875_P053119	49	PDAC_4875_P053119_49
04875_P053120_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_50_R1.raw	PDAC	P053120	P053120	50	P053120_50	P053120	50	P053120_50	PDAC_4875_P053120	50	PDAC_4875_P053120_50
04875_P053121_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_51_R1.raw	PDAC	P053121	P053121	51	P053121_51	P053121	51	P053121_51	PDAC_4875_P053121	51	PDAC_4875_P053121_51
04875_P053122_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_52_R1.raw	PDAC	P053122	P053122	52	P053122_52	P053122	52	P053122_52	PDAC_4875_P053122	52	PDAC_4875_P053122_52
04875_P053123_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_53_R1.raw	PDAC	P053123	P053123	53	P053123_53	P053123	53	P053123_53	PDAC_4875_P053123	53	PDAC_4875_P053123_53
04875_P053124_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_54_R1.raw	PDAC	P053124	P053124	54	P053124_54	P053124	54	P053124_54	PDAC_4875_P053124	54	PDAC_4875_P053124_54
04875_P053125_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_55_R1.raw	PDAC	P053125	P053125	55	P053125_55	P053125	55	P053125_55	PDAC_4875_P053125	55	PDAC_4875_P053125_55
04875_P053126_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_56_R1.raw	PDAC	P053126	P053126	56	P053126_56	P053126	56	P053126_56	PDAC_4875_P053126	56	PDAC_4875_P053126_56
04875_P053127_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_57_R1.raw	PDAC	P053127	P053127	57	P053127_57	P053127	57	P053127_57	PDAC_4875_P053127	57	PDAC_4875_P053127_57
04875_P053128_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_58_R1.raw	PDAC	P053128	P053128	58	P053128_58	P053128	58	P053128_58	PDAC_4875_P053128	58	PDAC_4875_P053128_58
04875_P053129_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_59_R1.raw	PDAC	P053129	P053129	59	P053129_59	P053129	59	P053129_59	PDAC_4875_P053129	59	PDAC_4875_P053129_59
04875_P053130_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_60_R1.raw	PDAC	P053130	P053130	60	P053130_60	P053130	60	P053130_60	PDAC_4875_P053130	60	PDAC_4875_P053130_60
04875_P053131_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_61_R1.raw	PDAC	P053131	P053131	61	P053131_61	P053131	61	P053131_61	PDAC_4875_P053131	61	PDAC_4875_P053131_61
04875_P053132_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_62_R1.raw	PDAC	P053132	P053132	62	P053132_62	P053132	62	P053132_62	PDAC_4875_P053132	62	PDAC_4875_P053132_62
04875_P053133_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_63_R1.raw	PDAC	P053133	P053133	63	P053133_63	P053133	63	P053133_63	PDAC_4875_P053133	63	PDAC_4875_P053133_63
04875_P053134_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_64_R1.raw	PDAC	P053134	P053134	64	P053134_64	P053134	64	P053134_64	PDAC_4875_P053134	64	PDAC_4875_P053134_64
04875_P053135_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_65_R1.raw	PDAC	P053135	P053135	65	P053135_65	P053135	65	P053135_65	PDAC_4875_P053135	65	PDAC_4875_P053135_65
04875_P053136_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_66_R1.raw	PDAC	P053136	P053136	66	P053136_66	P053136	66	P053136_66	PDAC_4875_P053136	66	PDAC_4875_P053136_66
04875_P053137_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_67_R1.raw	PDAC	P053137	P053137	67	P053137_67	P053137	67	P053137_67	PDAC_4875_P053137	67	PDAC_4875_P053137_67
04875_P053138_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_68_R1.raw	PDAC	P053138	P053138	68	P053138_68	P053138	68	P053138_68	PDAC_4875_P053138	68	PDAC_4875_P053138_68
04875_P053139_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_69_R1.raw	PDAC	P053139	P053139	69	P053139_69	P053139	69	P053139_69	PDAC_4875_P053139	69	PDAC_4875_P053139_69
04875_P053140_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_70_R1.raw	PDAC	P053140	P053140	70	P053140_70	P053140	70	P053140_70	PDAC_4875_P053140	70	PDAC_4875_P053140_70
04875_P053141_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_71_R1.raw	PDAC	P053141	P053141	71	P053141_71	P053141	71	P053141_71	PDAC_4875_P053141	71	PDAC_4875_P053141_71
04875_P053142_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_72_R1.raw	PDAC	P053142	P053142	72	P053142_72	P053142	72	P053142_72	PDAC_4875_P053142	72	PDAC_4875_P053142_72
04875_P053143_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_73_R1.raw	PDAC	P053143	P053143	73	P053143_73	P053143	73	P053143_73	PDAC_4875_P053143	73	PDAC_4875_P053143_73
04875_P053144_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_74_R1.raw	PDAC	P053144	P053144	74	P053144_74	P053144	74	P053144_74	PDAC_4875_P053144	74	PDAC_4875_P053144_74
04875_P053145_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_75_R1.raw	PDAC	P053145	P053145	75	P053145_75	P053145	75	P053145_75	PDAC_4875_P053145	75	PDAC_4875_P053145_75
04875_P053146_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_76_R1.raw	PDAC	P053146	P053146	76	P053146_76	P053146	76	P053146_76	PDAC_4875_P053146	76	PDAC_4875_P053146_76
04875_P053147_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_77_R1.raw	PDAC	P053147	P053147	77	P053147_77	P053147	77	P053147_77	PDAC_4875_P053147	77	PDAC_4875_P053147_77
04875_P053148_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_78_R1.raw	PDAC	P053148	P053148	78	P053148_78	P053148	78	P053148_78	PDAC_4875_P053148	78	PDAC_4875_P053148_78
04875_P053149_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_79_R1.raw	PDAC	P053149	P053149	79	P053149_79	P053149	79	P053149_79	PDAC_4875_P053149	79	PDAC_4875_P053149_79
04875_P053150_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_80_R1.raw	PDAC	P053150	P053150	80	P053150_80	P053150	80	P053150_80	PDAC_4875_P053150	80	PDAC_4875_P053150_80
04875_P053151_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_81_R1.raw	PDAC	P053151	P053151	81	P053151_81	P053151	81	P053151_81	PDAC_4875_P053151	81	PDAC_4875_P053151_81
04875_P053152_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_82_R1.raw	PDAC	P053152	P053152	82	P053152_82	P053152	82	P053152_82	PDAC_4875_P053152	82	PDAC_4875_P053152_82
04875_P053153_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_83_R1.raw	PDAC	P053153	P053153	83	P053153_83	P053153	83	P053153_83	PDAC_4875_P053153	83	PDAC_4875_P053153_83
04875_P053154_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_84_R1.raw	PDAC	P053154	P053154	84	P053154_84	P053154	84	P053154_84	PDAC_4875_P053154	84	PDAC_4875_P053154_84
04875_P053155_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_85_R1.raw	PDAC	P053155	P053155	85	P053155_85	P053155	85	P053155_85	PDAC_4875_P053155	85	PDAC_4875_P053155_85
04875_P053156_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_86_R1.raw	PDAC	P053156	P053156	86	P053156_86	P053156	86	P053156_86	PDAC_4875_P053156	86	PDAC_4875_P053156_86
04875_P053157_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_87_R1.raw	PDAC	P053157	P053157	87	P053157_87	P053157	87	P053157_87	PDAC_4875_P053157	87	PDAC_4875_P053157_87
04875_P053158_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_88_R1.raw	PDAC	P053158	P053158	88	P053158_88	P053158	88	P053158_88	PDAC_4875_P053158	88	PDAC_4875_P053158_88
04875_P053159_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_89_R1.raw	PDAC	P053159	P053159	89	P053159_89	P053159	89	P053159_89	PDAC_4875_P053159	89	PDAC_4875_P053159_89
04875_P053160_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_90_R1.raw	PDAC	P053160	P053160	90	P053160_90	P053160	90	P053160_90	PDAC_4875_P053160	90	PDAC_4875_P053160_90
04875_P053161_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_91_R1.raw	PDAC	P053161	P053161	91	P053161_91	P053161	91	P053161_91	PDAC_4875_P053161	91	PDAC_4875_P053161_91
04875_P053162_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_92_R1.raw	PDAC	P053162	P053162	92	P053162_92	P053162	92	P053162_92	PDAC_4875_P053162	92	PDAC_4875_P053162_92
04875_P053163_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_93_R1.raw	PDAC	P053163	P053163	93	P053163_93	P053163	93	P053163_93	PDAC_4875_P053163	93	PDAC_4875_P053163_93
04875_P053164_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_94_R1.raw	PDAC	P053164	P053164	94	P053164_94	P053164	94	P053164_94	PDAC_4875_P053164	94	PDAC_4875_P053164_94
04875_P053165_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_95_R1.raw	PDAC	P053165	P053165	95	P053165_95	P053165	95	P053165_95	PDAC_4875_P053165	95	PDAC_4875_P053165_95
04875_P053166_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_96_R1.raw	PDAC	P053166	P053166	96	P053166_96	P053166	96	P053166_96	PDAC_4875_P053166	96	PDAC_4875_P053166_96
04875_P053167_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_97_R1.raw	PDAC	P053167	P053167	97	P053167_97	P053167	97	P053167_97	PDAC_4875_P053167	97	PDAC_4875_P053167_97
04875_P053168_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_98_R1.raw	PDAC	P053168	P053168	98	P053168_98	P053168	98	P053168_98	PDAC_4875_P053168	98	PDAC_4875_P053168_98
04875_P053169_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_99_R1.raw	PDAC	P053169	P053169	99	P053169_99	P053169	99	P053169_99	PDAC_4875_P053169	99	PDAC_4875_P053169_99
04875_P053170_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_100_R1.raw	PDAC	P053170	P053170	100	P053170_100	P053170	100	P053170_100	PDAC_4875_P053170	100	PDAC_4875_P053170_100
04875_P053171_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_101_R1.raw	PDAC	P053171	P053171	101	P053171_101	P053171	101	P053171_101	PDAC_4875_P053171	101	PDAC_4875_P053171_101
04875_P053172_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_102_R1.raw	PDAC	P053172	P053172	102	P053172_102	P053172	102	P053172_102	PDAC_4875_P053172	102	PDAC_4875_P053172_102
04875_P053173_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_103_R1.raw	PDAC	P053173	P053173	103	P053173_103	P053173	103	P053173_103	PDAC_4875_P053173	103	PDAC_4875_P053173_103
04875_P053174_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_104_R1.raw	PDAC	P053174	P053174	104	P053174_104	P053174	104	P053174_104	PDAC_4875_P053174	104	PDAC_4875_P053174_104
04875_P053175_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_105_R1.raw	PDAC	P053175	P053175	105	P053175_105	P053175	105	P053175_105	PDAC_4875_P053175	105	PDAC_4875_P053175_105
04875_P053176_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_106_R1.raw	PDAC	P053176	P053176	106	P053176_106	P053176	106	P053176_106	PDAC_4875_P053176	106	PDAC_4875_P053176_106
04875_P053177_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_107_R1.raw	PDAC	P053177	P053177	107	P053177_107	P053177	107	P053177_107	PDAC_4875_P053177	107	PDAC_4875_P053177_107
04875_P053178_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_108_R1.raw	PDAC	P053178	P053178	108	P053178_108	P053178	108	P053178_108	PDAC_4875_P053178	108	PDAC_4875_P053178_108
04875_P053179_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_109_R1.raw	PDAC	P053179	P053179	109	P053179_109	P053179	109	P053179_109	PDAC_4875_P053179	109	PDAC_4875_P053179_109
04875_P053180_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_110_R1.raw	PDAC	P053180	P053180	110	P053180_110	P053180	110	P053180_110	PDAC_4875_P053180	110	PDAC_4875_P053180_110
04875_P053181_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_111_R1.raw	PDAC	P053181	P053181	111	P053181_111	P053181	111	P053181_111	PDAC_4875_P053181	111	PDAC_4875_P053181_111
04875_P053182_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_112_R1.raw	PDAC	P053182	P053182	112	P053182_112	P053182	112	P053182_112	PDAC_4875_P053182	112	PDAC_4875_P053182_112
04875_P053183_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_113_R1.raw	PDAC	P053183	P053183	113	P053183_113	P053183	113	P053183_113	PDAC_4875_P053183	113	PDAC_4875_P053183_113
04875_P053184_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_114_R1.raw	PDAC	P053184	P053184	114	P053184_114	P053184	114	P053184_114	PDAC_4875_P053184	114	PDAC_4875_P053184_114
04875_P053185_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_115_R1.raw	PDAC	P053185	P053185	115	P053185_115	P053185	115	P053185_115	PDAC_4875_P053185	115	PDAC_4875_P053185_115
04875_P053186_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_116_R1.raw	PDAC	P053186	P053186	116	P053186_116	P053186	116	P053186_116	PDAC_4875_P053186	116	PDAC_4875_P053186_116
04875_P053187_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_117_R1.raw	PDAC	P053187	P053187	117	P053187_117	P053187	117	P053187_117	PDAC_4875_P053187	117	PDAC_4875_P053187_117
04875_P053188_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_118_R1.raw	PDAC	P053188	P053188	118	P053188_118	P053188	118	P053188_118	PDAC_4875_P053188	118	PDAC_4875_P053188_118
04875_P053189_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_119_R1.raw	PDAC	P053189	P053189	119	P053189_119	P053189	119	P053189_119	PDAC_4875_P053189	119	PDAC_4875_P053189_119
04875_P053190_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_120_R1.raw	PDAC	P053190	P053190	120	P053190_120	P053190	120	P053190_120	PDAC_4875_P053190	120	PDAC_4875_P053190_120
04875_P053191_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_121_R1.raw	PDAC	P053191	P053191	121	P053191_121	P053191	121	P053191_121	PDAC_4875_P053191	121	PDAC_4875_P053191_121
04875_P053192_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_122_R1.raw	PDAC	P053192	P053192	122	P053192_122	P053192	122	P053192_122	PDAC_4875_P053192	122	PDAC_4875_P053192_122
04875_P053193_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_123_R1.raw	PDAC	P053193	P053193	123	P053193_123	P053193	123	P053193_123	PDAC_4875_P053193	123	PDAC_4875_P053193_123
04875_P053194_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_124_R1.raw	PDAC	P053194	P053194	124	P053194_124	P053194	124	P053194_124	PDAC_4875_P053194	124	PDAC_4875_P053194_124
04875_P053195_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_125_R1.raw	PDAC	P053195	P053195	125	P053195_125	P053195	125	P053195_125	PDAC_4875_P053195	125	PDAC_4875_P053195_125
04875_P053196_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_126_R1.raw	PDAC	P053196	P053196	126	P053196_126	P053196	126	P053196_126	PDAC_4875_P053196	126	PDAC_4875_P053196_126
04875_P053197_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_127_R1.raw	PDAC	P053197	P053197	127	P053197_127	P053197	127	P053197_127	PDAC_4875_P053197	127	PDAC_4875_P053197_127
04875_P053198_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_128_R1.raw	PDAC	P053198	P053198	128	P053198_128	P053198	128	P053198_128	PDAC_4875_P053198	128	PDAC_4875_P053198_128
04875_P053199_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_129_R1.raw	PDAC	P053199	P053199	129	P053199_129	P053199	129	P053199_129	PDAC_4875_P053199	129	PDAC_4875_P053199_129
04875_P053200_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_130_R1.raw	PDAC	P053200	P053200	130	P053200_130	P053200	130	P053200_130	PDAC_4875_P053200	130	PDAC_4875_P053200_130
04875_P053201_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_131_R1.raw	PDAC	P053201	P053201	131	P053201_131	P053201	131	P053201_131	PDAC_4875_P053201	131	PDAC_4875_P053201_131
04875_P053202_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_132_R1.raw	PDAC	P053202	P053202	132	P053202_132	P053202	132	P053202_132	PDAC_4875_P053202	132	PDAC_4875_P053202_132
04875_P053203_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_133_R1.raw	PDAC	P053203	P053203	133	P053203_133	P053203	133	P053203_133	PDAC_4875_P053203	133	PDAC_4875_P053203_133
04875_P053204_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_134_R1.raw	PDAC	P053204	P053204	134	P053204_134	P053204	134	P053204_134	PDAC_4875_P053204	134	PDAC_4875_P053204_134
04875_P053205_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_135_R1.raw	PDAC	P053205	P053205	135	P053205_135	P053205	135	P053205_135	PDAC_4875_P053205	135	PDAC_4875_P053205_135
04875_P053206_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_136_R1.raw	PDAC	P053206	P053206	136	P053206_136	P053206	136	P053206_136	PDAC_4875_P053206	136	PDAC_4875_P053206_136
04875_P053207_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_137_R1.raw	PDAC	P053207	P053207	137	P053207_137	P053207	137	P053207_137	PDAC_4875_P053207	137	PDAC_4875_P053207_137
04875_P053208_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_138_R1.raw	PDAC	P053208	P053208	138	P053208_138	P053208	138	P053208_138	PDAC_4875_P053208	138	PDAC_4875_P053208_138
04875_P053209_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_139_R1.raw	PDAC	P053209	P053209	139	P053209_139	P053209	139	P053209_139	PDAC_4875_P053209	139	PDAC_4875_P053209_139
04875_P053210_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_140_R1.raw	PDAC	P053210	P053210	140	P053210_140	P053210	140	P053210_140	PDAC_4875_P053210	140	PDAC_4875_P053210_140
04875_P053211_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_141_R1.raw	PDAC	P053211	P053211	141	P053211_141	P053211	141	P053211_141	PDAC_4875_P053211	141	PDAC_4875_P053211_141
04875_P053212_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_142_R1.raw	PDAC	P053212	P053212	142	P053212_142	P053212	142	P053212_142	PDAC_4875_P053212	142	PDAC_4875_P053212_142
04875_P053213_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_143_R1.raw	PDAC	P053213	P053213	143	P053213_143	P053213	143	P053213_143	PDAC_4875_P053213	143	PDAC_4875_P053213_143
04875_P053214_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_144_R1.raw	PDAC	P053214	P053214	144	P053214_144	P053214	144	P053214_144	PDAC_4875_P053214	144	PDAC_4875_P053214_144
04875_P053215_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_145_R1.raw	PDAC	P053215	P053215	145	P053215_145	P053215	145	P053215_145	PDAC_4875_P053215	145	PDAC_4875_P053215_145
04875_P053216_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_146_R1.raw	PDAC	P053216	P053216	146	P053216_146	P053216	146	P053216_146	PDAC_4875_P053216	146	PDAC_4875_P053216_146
04875_P053217_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_147_R1.raw	PDAC	P053217	P053217	147	P053217_147	P053217	147	P053217_147	PDAC_4875_P053217	147	PDAC_4875_P053217_147
04875_P053218_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_148_R1.raw	PDAC	P053218	P053218	148	P053218_148	P053218	148	P053218_148	PDAC_4875_P053218	148	PDAC_4875_P053218_148
04875_P053219_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_149_R1.raw	PDAC	P053219	P053219	149	P053219_149	P053219	149	P053219_149	PDAC_4875_P053219	149	PDAC_4875_P053219_149
04875_P053220_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_150_R1.raw	PDAC	P053220	P053220	150	P053220_150	P053220	150	P053220_150	PDAC_4875_P053220	150	PDAC_4875_P053220_150
04875_P053221_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_151_R1.raw	PDAC	P053221	P053221	151	P053221_151	P053221	151	P053221_151	PDAC_4875_P053221	151	PDAC_4875_P053221_151
04875_P053222_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_152_R1.raw	PDAC	P053222	P053222	152	P053222_152	P053222	152	P053222_152	PDAC_4875_P053222	152	PDAC_4875_P053222_152
04875_P053223_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_153_R1.raw	PDAC	P053223	P053223	153	P053223_153	P053223	153	P053223_153	PDAC_4875_P053223	153	PDAC_4875_P053223_153
04875_P053224_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_154_R1.raw	PDAC	P053224	P053224	154	P053224_154	P053224	154	P053224_154	PDAC_4875_P053224	154	PDAC_4875_P053224_154
04875_P053225_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_155_R1.raw	PDAC	P053225	P053225	155	P053225_155	P053225	155	P053225_155	PDAC_4875_P053225	155	PDAC_4875_P053225_155
04875_P053226_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_156_R1.raw	PDAC	P053226	P053226	156	P053226_156	P053226	156	P053226_156	PDAC_4875_P053226	156	PDAC_4875_P053226_156
04875_P053227_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_157_R1.raw	PDAC	P053227	P053227	157	P053227_157	P053227	157	P053227_157	PDAC_4875_P053227	157	PDAC_4875_P053227_157
04875_P053228_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_158_R1.raw	PDAC	P053228	P053228	158	P053228_158	P053228	158	P053228_158	PDAC_4875_P053228	158	PDAC_4875_P053228_158
04875_P053229_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_159_R1.raw	PDAC	P053229	P053229	159	P053229_159	P053229	159	P053229_159	PDAC_4875_P053229	159	PDAC_4875_P053229_159
04875_P053230_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_160_R1.raw	PDAC	P053230	P053230	160	P053230_160	P053230	160	P053230_160	PDAC_4875_P053230	160	PDAC_4875_P053230_160
04875_P053231_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_161_R1.raw	PDAC	P053231	P053231	161	P053231_161	P053231	161	P053231_161	PDAC_4875_P053231	161	PDAC_4875_P053231_161
04875_P053232_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_162_R1.raw	PDAC	P053232	P053232	162	P053232_162	P053232	162	P053232_162	PDAC_4875_P053232	162	PDAC_4875_P053232_162
04875_P053233_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_163_R1.raw	PDAC	P053233	P053233	163	P053233_163	P053233	163	P053233_163	PDAC_4875_P053233	163	PDAC_4875_P053233_163
04875_P053234_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_164_R1.raw	PDAC	P053234	P053234	164	P053234_164	P053234	164	P053234_164	PDAC_4875_P053234	164	PDAC_4875_P053234_164
04875_P053235_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_165_R1.raw	PDAC	P053235	P053235	165	P053235_165	P053235	165	P053235_165	PDAC_4875_P053235	165	PDAC_4875_P053235_165
04875_P053236_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_166_R1.raw	PDAC	P053236	P053236	166	P053236_166	P053236	166	P053236_166	PDAC_4875_P053236	166	PDAC_4875_P053236_166
