"","logFC","pval","adjPval","negLogAdjPval","significant"
"NT5D1_HUMAN",-0.214618829450062,0.423951260078422,0.685056941756425,0.164273328561848,FALSE
"NT5D3_HUMAN",0.233066890006369,0.457735713143257,0.709751173442216,0.148893880775958,FALSE
"NTF2_HUMAN",0.791504374344098,0.00984187944881444,0.106727132360224,0.97172515942842,FALSE
"NTNG1_HUMAN",-0.859962231991856,0.311243508518459,0.594626694203322,0.225755598183594,FALSE
"NTNG2_HUMAN",0.215441285394313,0.428828140818656,0.688116480248347,0.162338040765424,FALSE
"NTPCR_HUMAN",0.148397356828047,0.408893480206692,0.675929828233091,0.170098388071668,FALSE
"NTRI_HUMAN",-0.0765972747645697,0.891704954472476,0.960930073970962,0.0173082144058248,FALSE
"NTRK2_HUMAN",0.0786918230683427,0.730356579753347,0.876266891222396,0.0573635973345857,FALSE
"NTRK2_HUMAN;NTRK3_HUMAN",-0.12071796799544,0.72510833094087,0.87218968816202,0.0593890522656725,FALSE
"NTRK3_HUMAN",-0.0305884325178726,0.892335987032022,0.961214964754434,0.017179476466054,FALSE
"NU155_HUMAN",1.04832704452536,0.0552039491551945,0.244266254696867,0.61213652652314,FALSE
"NU2M_HUMAN",-1.05309557665538,0.0202427554824854,0.146650511432182,0.833716418112769,FALSE
"NU3M_HUMAN",0.284993305882561,0.3841152609356,0.661243292961952,0.179638720014431,FALSE
"NU4M_HUMAN",-0.807778335475142,0.102573590720682,0.334535890635095,0.47555728217534,FALSE
"NU5M_HUMAN",-0.0567565607272381,0.808391060249679,0.917792614426885,0.0372554414403954,FALSE
"NU6M_HUMAN",-0.535619984000254,0.0384478711271258,0.202281264599344,0.694044339957428,FALSE
"NUBP1_HUMAN",0.782458550049838,0.0173567905769903,0.13556013426569,0.86786800968698,FALSE
"NUBPL_HUMAN",-0.0716761475112372,0.797653790373901,0.913913301094307,0.0390950019053947,FALSE
"NUCB1_HUMAN",0.777870316969699,0.00176301511470625,0.0450980044344372,1.34584267502418,FALSE
"NUCB2_HUMAN",0.972766403900361,0.0156041602897093,0.129567255985085,0.88750473875661,FALSE
"NUCKS_HUMAN",0.604937052969961,0.106050587029445,0.339769857743917,0.468815151647463,FALSE
"NUCL_HUMAN",0.72274192574634,0.076038988393497,0.289906966256818,0.537741348734185,FALSE
"NUD12_HUMAN",-0.299749107820565,0.545909047298707,0.768224948913566,0.114511592771536,FALSE
"NUD16_HUMAN",-0.00431068388001569,0.986104450246341,0.994855570426733,0.00223996399755744,FALSE
"NUD16_HUMAN;TIRR_HUMAN",0.0542782913122894,0.832451849148601,0.933723568524237,0.0297816788381705,FALSE
"NUD19_HUMAN",0.296444349682195,0.639598593065277,0.827581656524878,0.0821891441038291,FALSE
"NUDC_HUMAN",0.380069140746955,0.0330103714814881,0.187633364791644,0.726689933246334,FALSE
"NUDC2_HUMAN",0.192309387774428,0.321594749006123,0.602505824945206,0.220038750032212,FALSE
"NUDC3_HUMAN",0.298259209585676,0.175377233096396,0.439140691817206,0.357396318275092,FALSE
"NUDT3_HUMAN",0.247739451259348,0.14788727665964,0.402351032166588,0.395394880223249,FALSE
"NUDT5_HUMAN",0.222947682211506,0.314718400954532,0.596840599969793,0.2241416417299,FALSE
"NUDT9_HUMAN",-0.0695256512411968,0.92406589904503,0.973477600881214,0.0116740368769775,FALSE
"NUMA1_HUMAN",1.05297407451041,0.00514554533300817,0.0764375305244126,1.1166933521893,FALSE
"NUMB_HUMAN",-0.419857894580389,0.203938406808363,0.476242071998122,0.322172240956485,FALSE
"NUMBL_HUMAN",-0.127118195250174,0.568764533036915,0.783671131912256,0.105866151040072,FALSE
"NUP35_HUMAN",1.30529709309258,0.0184461230175668,0.140420130401793,0.85257062799161,FALSE
"NUP43_HUMAN",1.17955309031695,0.0136557147677768,0.122591715667836,0.911538876973455,FALSE
"NUP54_HUMAN",1.22639675097931,0.112086555154482,0.350622052966755,0.455160771697532,FALSE
"NUP58_HUMAN",1.99748721722047,0.0265735865862551,0.167742114906377,0.775357885663505,FALSE
"NUP62_HUMAN",1.99572715420874,0.00618767305689343,0.084720529841868,1.07201133681606,FALSE
"NUP93_HUMAN",0.839108665605987,0.0258164458814494,0.166351500779418,0.778973276687075,FALSE
"NXN_HUMAN",1.09440513050471,0.132757372285502,0.380407247510939,0.419751217486399,FALSE
"NXP20_HUMAN",0.739301366223033,0.0148381477265225,0.128941035527499,0.889608846285042,FALSE
"OAT_HUMAN",0.344642753138992,0.125209668130839,0.371200730746628,0.4303911774992,FALSE
"OCAD1_HUMAN",-0.51228827226557,0.027571303204175,0.170661329758043,0.767864874756758,FALSE
"OCRL_HUMAN",0.11294143411815,0.633038191033133,0.823346693787271,0.0844172541024952,FALSE
"ODB2_HUMAN",0.0878938355945006,0.706622862382559,0.864466407084479,0.0632518786206016,FALSE
"ODBA_HUMAN",0.104250848475903,0.598806289790621,0.801722812345745,0.0959757587439818,FALSE
"ODBB_HUMAN",0.389786212032582,0.365474816256352,0.644816666147251,0.190563746137447,FALSE
"ODO1_HUMAN",-0.117293675562461,0.608701136175183,0.808728990483957,0.0921969884690258,FALSE
"ODO1_HUMAN;OGDHL_HUMAN",-0.56505501227341,0.145638580012116,0.399062540826152,0.398959036625928,FALSE
"ODO2_HUMAN",-0.0986294809691313,0.782355956927011,0.905672971584536,0.0430285929140186,FALSE
"ODP2_HUMAN",0.197393439228266,0.62943881417867,0.821527158566178,0.0853780748089986,FALSE
"ODPA_HUMAN",-0.25885271639932,0.512430762608354,0.749453658178291,0.125255216210863,FALSE
"ODPAT_HUMAN;ODPA_HUMAN",-0.657163301782306,0.0818251415308965,0.300393479110897,0.522309499154196,FALSE
"ODPB_HUMAN",0.270741646922784,0.508012678735884,0.746996157200563,0.126681632335717,FALSE
"ODPX_HUMAN",-0.303012727481814,0.406026659452496,0.675694722907739,0.170249472848,FALSE
"ODR4_HUMAN",0.757223153238409,0.0932216790017442,0.320807744333106,0.493755156346296,FALSE
"OGA_HUMAN",-0.108961715898306,0.551609441535599,0.771160201042215,0.11285539211581,FALSE
"OGDHL_HUMAN",-0.194838336577025,0.503242454698028,0.745278111481365,0.127681633636854,FALSE
"OGFR_HUMAN",0.541971685042501,0.00926279682281407,0.104482428410706,0.980956741954213,FALSE
"OGT1_HUMAN",0.261860717807198,0.305205711951906,0.591132415408629,0.228315224973389,FALSE
"OLA1_HUMAN",0.170873344670849,0.521688781958564,0.756639892287671,0.121110765153128,FALSE
"OLFL1_HUMAN",-3.22065581920279,0.0657925879547044,0.268864568252741,0.570466426583688,FALSE
"OLFL3_HUMAN",-1.93859605376789,0.0634002598192192,0.263615155336273,0.579029625604151,FALSE
"OMGP_HUMAN",-0.452335934097292,0.355811375189742,0.634659044480188,0.19745952646964,FALSE
"OPA1_HUMAN",-0.345685514539679,0.260388952209164,0.542975813179455,0.265219515598351,FALSE
"OPCM_HUMAN",-0.756845484348026,0.110554108430027,0.347798112792151,0.458672778877811,FALSE
"OPLA_HUMAN",0.257239079982411,0.66866705166419,0.839981633856285,0.0757302096548678,FALSE
"OPTN_HUMAN",-0.386420486392454,0.27294748074225,0.556112929879156,0.254837007261009,FALSE
"ORN_HUMAN",0.510599824393683,0.179720563209544,0.444604166030883,0.352026472190904,FALSE
